filenames,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,labels
Cloud/cloudy108.jpg,0.8835971,1.994154,-1.2434708,0.0568131,-1.019705,-0.008780068,0.99695325,0.75832146,0.5695745,-0.24859862,-1.194773,-1.3817052,1.3542193,-1.3883264,-1.1506076,0.8122557,1.1581259,-0.90680385,0.10949612,-0.53627384,-0.8464906,-1.4263837,0.6749702,2.0460627,0.77751416,0.014110465,2.1587298,0.9281262,-0.55019367,-1.7106594,1.7722735,1.2299688,0
Cloud/cloudy109.jpg,0.46813628,1.5702189,-1.8696241,-0.18001014,-0.810382,-0.41124594,0.25845248,-0.53289986,-0.06651902,0.7830527,0.6233592,-0.24151717,0.49128854,-1.774083,-0.5697854,0.88462925,0.8543099,-1.2856151,0.13083202,-0.22676224,-0.83126026,-1.2739193,1.0846145,1.3832388,0.40906757,-1.2313904,1.3675034,1.646904,-1.2602841,-1.3561803,1.6496959,1.8358946,0
Cloud/cloudy11.jpg,-0.15340635,0.7755351,-0.9083066,-0.44264227,-0.86178184,0.12701955,0.38498628,1.1641979,-0.22195196,0.19990778,-1.1980038,-1.0769145,0.34516248,-0.5818805,-0.0699961,-0.20086628,0.6347462,-0.46394452,-0.42784193,0.3236111,-1.0407265,-1.0054885,0.3008732,1.4935411,0.5760597,0.38296783,1.4221089,0.32355407,-0.24649063,-1.7159735,1.9167268,1.228229,0
Cloud/cloudy110.jpg,0.26410303,1.1290505,-1.9383998,-0.17865327,-0.4164617,-0.3744467,0.12998311,-0.88256896,-0.21071234,0.7731183,1.2129852,0.04907195,-0.29398382,-1.6285589,-0.3191021,0.592144,0.76356393,-1.0730537,0.3616019,-0.17693508,-0.690977,-0.9948539,1.0012406,0.6652901,0.06024955,-1.3377138,0.99366874,1.4702535,-1.2705054,-0.7637035,1.059913,1.5865431,0
Cloud/cloudy111.jpg,1.0423964,2.60963,-1.295289,-0.707614,-0.73363864,-0.20333579,0.35674232,-0.8265129,-0.027773786,0.7804704,1.213724,-1.5165415,1.5581632,-2.1717837,-0.77217555,0.9631601,1.9488136,-1.4122357,-0.026650455,-0.73006254,-1.2971057,-2.012113,1.2251846,2.3331676,0.06345663,-0.22450636,1.7838814,2.4031644,-2.4951205,-1.9424465,1.4093511,1.9588912,0
Cloud/cloudy112.jpg,0.2375907,1.6078879,-1.5943311,-0.43334597,-1.1951445,-0.6588811,-0.121780865,0.5656663,-0.23932149,0.7543336,0.3267327,-0.9898998,0.43829736,-1.6674465,-0.8591722,0.87198895,0.9958829,-1.0514774,0.36336344,-0.5547103,-1.1106061,-1.8809162,0.9858576,1.8635128,0.41227284,-1.3282112,1.825336,1.97906,-1.588843,-1.8179791,1.9778459,2.2223926,0
Cloud/cloudy113.jpg,0.7490969,1.4803884,-1.8898606,0.1763837,-1.3515937,-0.59041023,-0.326082,-0.1170067,0.009961601,0.93278354,0.365082,-0.24475476,0.512063,-1.9461206,-1.1417118,1.1806006,0.87643796,-1.2974744,0.5166406,-1.0918437,-0.91879654,-1.661644,0.9590889,2.1967597,0.3312821,-2.0808873,1.8976822,2.2401137,-1.7539625,-1.6921127,2.0086672,2.2143643,0
Cloud/cloudy114.jpg,0.4018322,1.5661975,-2.391537,-0.21156491,-0.95334744,-0.4670828,0.32389933,-1.0790244,-0.34867406,1.2040111,0.6491014,0.3267895,0.19671836,-2.2514882,-0.37602335,1.1262823,0.7355143,-1.8371727,-0.28689688,0.269178,-0.8212792,-1.2909652,1.2634902,1.6555355,0.71532005,-1.587565,1.2177825,1.5657107,-1.4222891,-1.3009748,2.4526038,2.264355,0
Cloud/cloudy115.jpg,0.7375974,0.90704805,-1.484329,-0.2982021,-0.52005273,-0.2371333,-0.5253649,-0.37524933,-0.03261096,1.3304129,1.0101503,-0.7433037,0.37326235,-1.3188581,-0.84890294,-0.040866517,1.5634897,-0.34930637,-0.1522617,-0.90620226,-1.4436053,-0.8347095,1.0633612,2.3345833,-0.20129359,-1.1080135,1.7458903,2.1087024,-2.3874419,-1.4414167,1.6787307,1.9571693,0
Cloud/cloudy116.jpg,0.58957785,1.4012225,-0.9375616,-0.31697932,-1.6273156,-0.56997854,-0.83759964,0.88911897,-0.41132674,0.7770144,0.19508788,-0.86613816,0.5921126,-1.5845554,-0.91356903,1.0162799,0.8101557,-0.26489437,1.1245583,-1.3755875,-1.1996627,-2.1804595,1.0861183,2.438737,-0.09366093,-0.92793405,1.7315847,2.257516,-2.0067348,-2.1462374,1.676311,1.9384243,0
Cloud/cloudy117.jpg,0.6647354,1.2463315,-1.3963878,0.45991603,-0.8094399,-0.53498846,0.64798105,0.098212585,0.5514293,-0.15116748,-0.90861005,-0.0649894,0.88436985,-0.8053107,-0.7660352,0.5148816,0.78868324,-0.70285976,0.4855088,-0.57918006,0.010758191,-0.7476979,0.48660186,1.2360226,0.7025947,-1.4343708,1.7001545,0.8481276,0.017754113,-1.0839132,1.1815686,0.81654835,0
Cloud/cloudy118.jpg,0.56598914,1.1461849,-0.9249937,-0.52748626,-0.5650683,-0.32414567,-0.11162302,0.60022783,0.050376482,0.3080579,-0.050964706,-1.2689023,0.31689474,-1.1119891,-0.7855702,0.085902736,1.1270552,0.11507278,0.37966046,-0.7063631,-0.9072757,-1.2499284,0.68244326,1.7623994,-0.20410064,-0.33158714,1.7073264,1.4884205,-1.2427421,-1.2785314,1.1697026,1.3235718,0
Cloud/cloudy119.jpg,1.5328,2.2723875,-0.9551473,0.02729854,-1.9787443,-0.74627703,-0.28082225,1.1602231,0.24194948,-0.30631754,-0.77559793,-1.357093,0.4439455,-1.7297888,-1.872052,1.098696,1.8730485,-0.10479647,1.4149475,-2.4630165,-1.0931154,-2.4114056,0.8101065,3.2785559,0.13253765,-0.7440818,2.967905,2.3017087,-2.1682189,-2.0065827,1.4835615,1.4427971,0
Cloud/cloudy12.jpg,0.63523364,1.0589418,-0.9846854,-0.50413275,-0.43588957,-0.26670215,-0.13421707,0.3368504,0.43652028,0.33354884,-0.3629886,-0.58870107,0.38810718,-0.79674435,-0.3494113,-0.32030272,1.1089258,0.38886607,0.18227093,-0.49537286,-1.0567126,-1.069347,0.7602821,1.7790464,0.14662474,-0.40116355,1.6288474,1.1432339,-0.79787785,-1.5382402,1.059776,0.8020104,0
Cloud/cloudy120.jpg,0.21899435,0.943612,-1.7761399,-0.3644691,-0.65782285,-0.33936718,0.02630876,-0.16345406,-0.12929173,0.6391292,0.3689747,-0.3278798,-0.3393375,-1.4553548,-0.40135324,0.19271316,0.7533526,-0.42930862,0.40107977,0.008808352,-0.71074057,-1.1482167,0.81614316,0.99146134,-0.010155575,-0.98105407,1.1093099,1.2169175,-0.7681236,-0.94635975,1.2733606,1.4215835,0
Cloud/cloudy121.jpg,0.3552695,0.99674195,-1.4656535,-0.15033837,-0.66852057,-0.43786067,0.19294249,-0.14405206,0.035090383,0.148863,0.18371177,-0.34042388,-0.34740028,-1.1810048,-0.54231644,0.13651338,0.843989,-0.4559251,0.51827735,-0.24705113,-0.49422437,-0.90987855,0.6866418,0.7802441,0.052693725,-0.7886238,1.2608229,1.0289891,-0.502698,-0.7138275,0.80279124,1.0468833,0
Cloud/cloudy122.jpg,0.29751095,1.4194553,-1.2965622,-0.50898695,-0.41473785,-0.3009494,0.15194099,-0.22454378,0.048630737,0.30033997,0.53103924,-0.82753056,0.23851076,-1.3910459,-0.31711152,0.32180727,0.9755583,-0.7046453,0.23366913,-0.19025734,-0.7702651,-1.3051107,0.9828519,0.992398,0.021631623,-0.48046523,1.3885947,1.3881043,-1.0961403,-0.8373699,1.0915294,1.2643616,0
Cloud/cloudy123.jpg,0.23398595,0.47741002,-0.7562694,-0.27433968,-0.255069,-0.19844964,0.08674714,-0.0738354,-0.115537375,0.11529313,0.59141517,-0.86712104,-0.46183234,-0.63331926,-0.64623636,-0.047717705,0.8030951,-0.47620365,0.119129136,-0.40052503,-0.4306906,-0.4702108,0.5225744,0.74496055,-0.17234215,-0.38141453,1.2597573,0.9685116,-1.2045878,-0.095484346,0.95119345,1.0458466,0
Cloud/cloudy124.jpg,0.001178734,0.5893434,-1.0197804,-0.14351384,-0.45079458,-0.34932968,0.057486232,-0.17241476,0.01110159,0.17205673,0.056558717,-0.2053773,-0.062419306,-0.839452,-0.15677965,0.13671099,0.27299383,-0.64648646,0.08602845,-0.097488105,-0.40994126,-0.44311032,0.5757571,0.48164266,0.17777014,-0.6316897,0.9524001,0.8378378,-0.25094476,-0.41587567,0.83240485,0.7762506,0
Cloud/cloudy125.jpg,-0.047358226,0.83341897,-1.4117118,-0.583306,-0.74179894,-0.54883623,-0.42867285,0.28486565,-0.46169776,0.63403594,0.6634313,-0.6740213,-0.71542925,-1.2995944,-0.45084712,0.16088039,0.7228651,-0.72077876,-0.014688374,-0.27304986,-1.0541277,-1.0892831,0.6815694,1.0757282,-0.0245012,-0.91146266,1.3515868,1.5157359,-1.3245006,-1.0451038,1.3015082,1.8923365,0
Cloud/cloudy126.jpg,0.020717522,0.5399499,-1.1769096,-0.2525455,-0.50050026,-0.44649625,-0.24453513,-0.14298223,-0.24573387,0.38771877,0.7478935,-0.3537352,-0.66272175,-1.033113,-0.3908053,0.097455114,0.46936697,-0.48764336,0.5309051,-0.4909826,-0.55519694,-0.697906,0.6018429,0.5247194,-0.16638492,-0.95777816,1.0057917,1.316383,-0.8613352,-0.48130816,0.66645306,1.1412911,0
Cloud/cloudy127.jpg,0.0033942992,0.70836276,-1.1956285,-0.1896135,-0.7533741,-0.52296424,-0.22105584,0.15934527,-0.21287566,0.37491298,0.4081809,-0.43776393,-0.35571605,-1.0471506,-0.5845013,0.31933236,0.42098743,-0.840132,0.38310063,-0.5706937,-0.5661989,-0.83887565,0.59307384,0.8965717,0.14580335,-1.2429683,1.2991451,1.4354959,-0.8713238,-0.8549696,1.1914837,1.4937868,0
Cloud/cloudy128.jpg,0.08078624,0.6164514,-1.2547672,-0.13192485,-0.39404273,-0.3706131,0.19105095,-0.19969589,-0.10970308,0.08013839,0.37829268,-0.2794897,-0.6367197,-0.89900607,-0.3343516,-0.058935247,0.5674869,-0.48685157,0.3289335,-0.20831725,-0.44342873,-0.4288088,0.53763896,0.32410002,0.03925121,-0.5902349,1.0277938,0.8180642,-0.37105814,-0.36255223,0.5101883,0.867742,0
Cloud/cloudy129.jpg,0.6450637,0.8826596,-1.730964,-0.47272786,0.10081135,0.00025796704,-0.22048691,-0.7974424,0.12830433,1.5276282,1.2908511,-0.65147316,0.4005982,-1.6192005,-0.36277932,-0.22771075,1.1839331,-0.21384561,-0.14907123,-0.08145836,-1.0282679,-0.9991631,0.9560687,1.7864853,-0.41020668,-1.24718,1.0814445,1.8432775,-1.9610695,-1.1533401,1.4473095,1.9949183,0
Cloud/cloudy13.jpg,0.5935708,0.92161804,-0.72056144,-0.27579752,-0.69290805,-0.21328634,0.012748141,0.598615,0.24504574,-0.06681452,-0.33306345,-1.0345317,-0.03325954,-0.7219131,-0.7476145,-0.19741136,1.1243638,-0.07482837,0.21237639,-0.45079455,-0.9877756,-0.9726744,0.62303895,1.323559,-0.10268362,0.10534687,1.7311485,0.93058264,-0.717314,-1.1242664,0.9010348,0.97814023,0
Cloud/cloudy130.jpg,0.013621427,0.57512563,-0.98377514,-0.7011826,-0.31971413,-0.31873417,-0.34038302,0.27381647,-0.33504882,0.6772471,0.62783873,-0.72105557,-0.41741934,-0.87626123,-0.19086736,-0.18278725,0.72098273,-0.053457435,0.05819056,0.07313892,-0.88289493,-0.9921107,0.58601415,0.8508611,-0.23491049,-0.39041904,0.8784205,1.1180091,-0.9785274,-0.9713169,0.83349997,1.3587468,0
Cloud/cloudy131.jpg,0.3702871,1.6817168,-1.9994572,-0.9296133,-0.61745685,-0.66293794,-0.38673648,-0.72801256,0.041615184,1.0473123,1.0796382,-0.46032205,-0.26980445,-2.0463471,-0.20270929,-0.073405474,1.4721014,-0.72250766,-0.03759682,-0.12852243,-1.3776263,-1.582427,1.1408308,1.6031121,-0.118949085,-1.4033864,1.4749854,2.1612513,-1.7151735,-1.5421015,1.3743337,2.0269647,0
Cloud/cloudy132.jpg,0.17971995,1.2202932,-1.9897919,-1.250284,-0.62448305,-0.9811849,-0.9774682,-0.5392195,0.07416698,1.0172873,0.5667315,0.26186043,-0.70205534,-1.5309696,0.44729212,-0.8896506,1.1783253,-3.61586e-05,-0.35837227,0.61889446,-0.944161,-1.7348022,0.86345285,1.461513,-0.27622467,-1.827432,1.1508507,1.6794535,-0.90412045,-1.5495481,1.339127,1.8781942,0
Cloud/cloudy133.jpg,0.48610288,1.7149113,-2.0604434,-0.8855525,-0.6029533,-0.8006255,-0.31245458,-0.7781351,0.08536167,0.7401526,1.1456083,-0.09321558,-0.48728162,-1.712191,-0.342414,-0.061958216,1.4906529,-0.78284746,0.011571476,-0.17559902,-0.97726005,-1.6598582,0.84551966,1.2902241,-0.055454344,-1.7747977,1.4552658,1.9647893,-1.4031041,-1.6077225,1.0284795,1.9488122,0
Cloud/cloudy134.jpg,0.10369825,1.4288046,-2.4671707,-1.4918242,-0.5886341,-0.74586695,-1.1756012,-0.8978627,-0.29933643,1.5663896,1.0174571,0.09188634,-0.7080095,-2.2836363,0.6436073,-0.915213,1.2054368,-0.15329564,-0.5697449,0.56961393,-1.1101332,-1.9158937,0.9360489,1.8480723,-0.6030779,-1.9485002,0.99602675,2.222845,-1.4654555,-1.7114891,1.7288873,2.5154727,0
Cloud/cloudy135.jpg,0.52091604,1.0101746,-1.5477715,-0.9500788,0.015482974,-0.4350323,-0.15267052,-0.628906,-0.0048793033,0.9749916,1.2716061,-0.5946742,-0.20700113,-1.137171,-0.34092724,-0.41297507,1.4500998,-0.20139542,-0.22645088,0.112067744,-1.1334531,-1.0120528,0.8196835,1.2243626,-0.2906517,-0.8520018,1.2271055,1.6017414,-1.4580915,-1.411696,0.7781408,1.6624956,0
Cloud/cloudy136.jpg,0.78053373,0.69623774,-0.5006427,-0.2744169,-0.88546073,-0.7173474,-0.7585193,0.9565462,0.5421288,0.100868165,-1.2090135,-0.12790042,0.090016484,-0.31010997,-0.4100542,-0.22124788,1.2073764,0.575785,0.008846253,-0.84162277,-1.8322989,-0.7737224,0.8020862,2.1106482,0.32923234,-0.020407965,2.1485703,0.8796265,-0.7935507,-1.9975077,0.8219966,0.47056782,0
Cloud/cloudy137.jpg,0.7813138,0.06893316,-0.046363365,0.30525833,-0.7723051,-0.25079638,-1.0683869,0.46734968,0.66253376,0.21240656,-1.2379556,0.51758647,0.066863805,0.25426343,-0.08005999,-0.67688996,0.854684,0.7495015,-0.10212314,-1.2786528,-1.5321224,0.22664052,0.4255006,2.268727,0.32131016,-0.1411573,1.7064946,0.77944255,-0.6899979,-1.642967,0.7535614,-0.06710517,0
Cloud/cloudy138.jpg,1.3374331,1.4857668,-0.20130694,-0.09743315,-1.7955652,-0.38311797,-0.56498873,1.6039816,0.3938588,-0.3647308,-1.558168,-0.82317585,0.3682587,-0.77607965,-1.2755502,0.83409333,1.360627,0.2350181,0.9821498,-1.530148,-1.2051686,-2.2978947,0.7554109,2.924999,0.24759188,-0.07104851,2.518858,1.197346,-1.4794948,-2.1112812,1.6947402,0.8983333,0
Cloud/cloudy139.jpg,0.69524133,0.40248358,-0.5114065,-0.42554665,-0.4334951,-0.1832855,-0.7188762,0.34697542,0.38362443,0.47447073,-0.24431044,-0.5582839,-0.36404774,-0.7840789,-0.50124526,-0.46500188,1.0687333,0.9038875,0.5647738,-1.2174749,-1.1767259,-1.1028254,0.5214458,2.1403313,-0.153496,-0.46950918,1.4898274,1.2651415,-1.6112602,-0.99892586,0.7931728,0.47787392,0
Cloud/cloudy14.jpg,0.61500186,0.8313002,-0.59252435,-0.39820135,-0.58300644,-0.26830882,-0.09811226,0.53989935,0.57701564,0.03139855,-0.55181426,-0.82585055,-0.15362981,-0.7789479,-0.73086876,-0.1573161,1.0897491,0.20732936,0.28106004,-0.67700607,-1.1802274,-1.0341796,0.70012295,1.6472676,0.2275338,-0.12619062,1.734447,0.9387786,-0.9731898,-0.9365394,1.0620389,0.53802514,0
Cloud/cloudy140.jpg,1.6519113,1.4061133,-0.6461121,-0.34727052,-0.5334915,-0.9150884,-0.9145413,0.4694897,0.40881786,0.48785278,0.2486548,-1.0267562,0.21118662,-1.3803035,-1.1522394,0.30837953,2.0934594,0.92723995,0.94811124,-1.8350186,-1.3796461,-2.1618938,1.1731162,3.162333,-0.4262876,-0.7907644,2.5772483,2.1509502,-3.1781595,-1.2547177,0.8229682,1.2856957,0
Cloud/cloudy141.jpg,0.20796888,1.2054684,-1.7035216,-0.72014517,-0.62919694,-1.0061738,-0.005557775,0.7287263,0.036329843,-0.026920341,-0.18007927,-0.60799885,-1.0542195,-0.67400956,-0.42565227,-0.6658686,1.724555,-0.2908525,-0.5364901,0.5532852,-1.3054528,-1.0756106,0.9363075,0.98837477,0.2270426,-0.5094414,2.2343476,0.7127249,-0.7345653,-1.2947315,1.2826438,1.8386428,0
Cloud/cloudy142.jpg,0.13692547,-0.15466759,-1.2306038,0.3129365,-0.38733345,0.16226768,-0.14635646,1.8601512,-0.2991813,0.82640046,-1.2079713,-0.42619434,0.19019401,0.13973361,-0.72878915,0.020622514,0.6010667,-0.09702855,-1.3190228,0.8786713,-0.5968918,-0.6418163,0.088617,1.575436,0.17852706,-0.6539959,1.3345637,-0.33800882,-0.9435841,-1.1211116,2.7765737,2.481197,0
Cloud/cloudy143.jpg,0.59494746,1.3887042,-2.3850713,-1.0868489,-0.86786294,-0.98706746,-0.46125314,-0.606642,0.037046727,1.0073535,0.6793403,0.11515564,-1.0178578,-1.9962704,-0.42702603,0.13856225,1.3390911,-0.27338052,0.46872717,-0.86099267,-1.8597999,-1.70569,1.164392,2.3167777,0.40573972,-1.7951934,2.1335444,2.4027143,-1.9067057,-2.1334095,1.4685097,1.5977385,0
Cloud/cloudy144.jpg,0.933545,1.649935,-1.1691577,-0.24637803,-0.9668305,-0.56194746,0.64619726,1.6547071,0.71974164,-0.54741794,-1.4370879,-1.5832692,-0.071739614,-0.80356234,-1.5950989,0.3748628,1.9668282,-0.1733943,0.023239478,-0.8232737,-1.3759983,-1.5424116,0.35496068,2.1805706,0.71563923,-0.34921336,2.9276025,0.76557815,-1.2097881,-1.5722235,1.6004418,1.1942921,0
Cloud/cloudy145.jpg,-0.036981728,0.8711564,-1.9485874,-1.5019028,-0.521572,-0.8237916,-0.8620223,-0.54317963,-0.23738152,1.3480008,0.9148,0.04406567,-0.87629294,-1.6840341,0.28217962,-0.44645002,0.8268777,0.084705204,-0.04880341,0.37294823,-1.2419853,-1.6968153,1.1064329,1.6196856,-0.11253114,-1.5604942,1.0285997,1.8381709,-1.4209336,-1.3579354,1.7416904,1.7136195,0
Cloud/cloudy146.jpg,1.2983797,2.2358499,-1.4491003,-0.55303997,-0.9065102,0.20963381,0.989957,0.9053128,0.39900672,-0.1995602,-1.036783,-2.0046232,1.2103397,-1.5765111,-1.1838971,0.5242671,1.8871948,0.23698914,0.7800963,-0.61808497,-1.0757463,-2.4303741,0.7904108,2.4520798,0.0806532,0.670685,2.370534,1.0612391,-1.0496458,-2.0637617,1.4930836,0.97632134,0
Cloud/cloudy147.jpg,0.7745557,2.0031633,-0.79568285,-1.2719526,-1.3120013,-0.2333328,-0.040909313,1.0446944,-0.14314196,0.45072788,-0.35346615,-1.9233963,0.5859142,-1.6633387,-0.73273945,0.4518267,1.7951694,0.34436005,0.72498703,-0.7064266,-1.9520305,-2.7765336,0.87437916,2.82774,0.103743866,0.81060374,1.88622,1.680171,-1.8466976,-2.6327446,1.3622514,1.1184398,0
Cloud/cloudy148.jpg,0.88517237,1.4723749,-1.2892474,-0.4934991,-0.46400923,-0.42422113,0.22913072,0.55889547,0.4580329,-0.0128519125,-0.5207138,-1.2981613,-0.006828746,-1.3311182,-0.95799875,0.0940893,1.6911662,0.3499201,0.4441461,-0.72183883,-0.99983394,-1.5176868,0.8411405,1.9663095,-0.010024581,-0.33054936,2.2448096,1.248188,-1.4230871,-0.8563339,1.2770166,0.96669316,0
Cloud/cloudy149.jpg,0.73235565,1.3365734,-0.6982079,-0.5273929,-0.58991116,-0.13205978,0.22714922,0.66244376,0.37203798,-0.16289534,-0.3684586,-1.4700949,0.21355559,-0.90897566,-0.8401118,0.012396542,1.4873407,-0.015481761,0.2689784,-0.5724422,-1.1433108,-1.4602662,0.586094,1.5520668,-0.060542583,0.33567345,1.885744,0.99130297,-1.0901586,-1.2262676,0.88484627,0.8173009,0
Cloud/cloudy15.jpg,1.3657882,2.4764562,-1.3615531,-0.38690943,-1.2728959,-0.08592078,0.8975587,1.2177283,0.32977888,-0.47488728,-1.2493112,-1.9819442,1.0304344,-1.59853,-1.2282764,0.73042625,1.9865978,0.26817256,1.1650254,-0.9625474,-0.9248767,-2.7083316,0.6566668,2.6113696,0.14772391,0.43204355,2.5872025,1.1992106,-1.1246643,-2.1276634,1.3451837,0.94244164,0
Cloud/cloudy150.jpg,1.3750854,2.5267768,-1.2400844,-0.30309623,-1.2691615,-0.3131148,0.4466781,1.2566406,0.67952067,0.13113305,-1.1905546,-1.981396,1.7331212,-1.9201049,-1.6227363,0.86383235,1.80326,-0.22298734,0.741948,-1.3954295,-1.2976257,-2.4171262,0.979705,3.3326094,0.4191813,-0.4781158,2.9106126,2.0662293,-1.5346768,-2.623929,2.0729036,1.7829432,0
Cloud/cloudy151.jpg,0.503707,1.4206364,-1.2314903,-0.36469978,-1.0093137,-0.4601037,0.057972487,0.27806795,-0.06806366,0.042779423,-0.008380853,-0.8166289,-0.10833289,-1.4255208,-0.59257823,0.3996177,1.0016432,-0.22317427,0.93855137,-0.6234457,-0.6216689,-1.6844438,0.80725414,1.3614782,0.0047189407,-0.46045995,1.5503151,1.3571073,-0.9275901,-1.0240045,0.9885259,1.0272765,0
Cloud/cloudy152.jpg,0.68676275,1.6557605,-1.0430325,-0.5990049,-0.6604348,-0.6907594,-0.49626577,0.39438453,0.17096664,0.5711614,0.4677592,-1.2937428,0.4739263,-1.5190953,-0.6195979,-0.108348176,1.5898663,0.22027646,0.7467367,-1.257203,-1.1980692,-1.7829783,1.1444037,2.19922,-0.26523596,-0.8464382,2.088274,2.3416245,-1.9935731,-1.5467511,1.067843,1.5746332,0
